CCM Code,Campus,Campus Name,College,College Name,Major,Major Name,Self Support,Subcampus Ind,Ugrad Req Units,UC Discp,UC Discipline Name,CIP Code,CIP Name,Major Long Name
06530ET,06,San Diego,53,Eleanor Roosevelt College,0ET,HDSHLTHAGE,N,GENERAL CAMPUS,180,690,FAMILY & CONSUMER SCI/HUMAN SCI,190701,"Human Development and Family Studies, General.",HUMAN DEVELOPMENTAL SCIENCES WITH SPECIALIZATION IN HEALTHY AGING
06530EW,06,San Diego,53,Eleanor Roosevelt College,0EW,ECON-PUBPL,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,450699,"Economics, Other.",ECONOMICS-PUBLIC POLICY
06530FM,06,San Diego,53,Eleanor Roosevelt College,0FM,LTAMSTCOMB,N,GENERAL CAMPUS,180,330,"AREA, ETHN, CULTUR & GENDER STU",050107,Latin American Studies.,LATIN AMERICAN STUDIES WITH A CONCENTRATION IN MIGRATION AND BORDER STUDIES
06530FN,06,San Diego,53,Eleanor Roosevelt College,0FN,LTAMSTCOMX,N,GENERAL CAMPUS,180,330,"AREA, ETHN, CULTUR & GENDER STU",050107,Latin American Studies.,LATIN AMERICAN STUDIES WITH A CONCENTRATION IN MEXICO
06530FO,06,San Diego,53,Eleanor Roosevelt College,0FO,ANTH-CLHUM,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,450299,"Anthropology, Other.",ANTHROPOLOGY WITH CONCENTRATION IN CLIMATE CHANGE AND HUMAN SOLUTIONS
06530FZ,06,San Diego,53,Eleanor Roosevelt College,0FZ,MESPECENEN,N,GENERAL CAMPUS,180,240,ENGINEERING,141901,Mechanical Engineering.,MECHANICAL ENGINEERING WITH A SPEC IN RENEWABLE ENERGY AND ENVIRONMENTAL FLOWS
06530G0,06,San Diego,53,Eleanor Roosevelt College,0G0,MESPECMCMT,N,GENERAL CAMPUS,180,240,ENGINEERING,141901,Mechanical Engineering.,MECHANICAL ENGINEERING WITH A SPEC IN MECHANICS OF MATERIALS
06530G1,06,San Diego,53,Eleanor Roosevelt College,0G1,MESPECMTSC,N,GENERAL CAMPUS,180,240,ENGINEERING,141901,Mechanical Engineering.,MECHANICAL ENGINEERING WITH A SPEC IN MATERIALS SCIENCE AND ENGINEERING
06530G2,06,San Diego,53,Eleanor Roosevelt College,0G2,MESPECFLMC,N,GENERAL CAMPUS,180,240,ENGINEERING,141901,Mechanical Engineering.,MECHANICAL ENGINEERING WITH A SPEC IN FLUID MECHANICS AND THERMAL SYSTEMS
06530G3,06,San Diego,53,Eleanor Roosevelt College,0G3,MESPECROBO,N,GENERAL CAMPUS,180,240,ENGINEERING,141901,Mechanical Engineering.,MECHANICAL ENGINEERING WITH A SPEC IN CONTROLS AND ROBOTICS
06530GA,06,San Diego,53,Eleanor Roosevelt College,0GA,GLBSTHSTUD,N,GENERAL CAMPUS,180,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,GLOBAL SOUTH STUDIES
06530GB,06,San Diego,53,Eleanor Roosevelt College,0GB,POLSC-INTA,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,450901,International Relations and Affairs.,POLITICAL SCIENCE/INTERNATIONAL AFFAIRS
06530GI,06,San Diego,53,Eleanor Roosevelt College,0GI,POLSC-RCEP,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,451099,"Political Science and Government, Other.","POLITICAL SCIENCE /RACE, ETHNICITY AND POLITICS"
06530GZ,06,San Diego,53,Eleanor Roosevelt College,0GZ,BS IN PUB HLTH CONC BIOST,N,HEALTH SCIENCE,180,110,BIOLOGICAL SCIENCES,261102,Biostatistics.,BACHELOR OF SCIENCE IN PUBLIC HEALTH WITH CONCENTRATION IN BIOSTATISTICS
06530H0,06,San Diego,53,Eleanor Roosevelt College,0H0,BS PUB HLTH CON CLIM&ENV,N,HEALTH SCIENCE,180,860,PUBLIC HEALTH,512202,Environmental Health.,BS IN PUBLIC HEALTH WITH CONCENTRATION IN CLIMATE AND ENVIRONMENTAL SCI
06530H1,06,San Diego,53,Eleanor Roosevelt College,0H1,BS IIN PUBHLTH W/CON CHS,N,HEALTH SCIENCE,180,860,PUBLIC HEALTH,512208,Community Health and Preventive Medicine.,BACHELOR OF SCIENCE IN PUBLIC HEALTH W/ CONCENTRATION IN COMMUNITY HLTH SCI
06530H2,06,San Diego,53,Eleanor Roosevelt College,0H2,BS IN PUB HLTH CONC EPID,N,HEALTH SCIENCE,180,860,PUBLIC HEALTH,512299,"Public Health, Other.",BACHELOR OF SCIENCE IN PUBLIC HEALTH W/CON IN EPIDEMIOLOGY
06530H3,06,San Diego,53,Eleanor Roosevelt College,0H3,BS IN PH W/CN HLTHPOL&MGS,N,HEALTH SCIENCE,180,860,PUBLIC HEALTH,512299,"Public Health, Other.",BACHELOR OF SCIENCE IN PUBLIC HEALTH W/ CONCENTRATION IN HLTH POLICY AND MGMT SC
06530H4,06,San Diego,53,Eleanor Roosevelt College,0H4,BS IN PUB HLTH CONC MEDSC,N,HEALTH SCIENCE,180,860,PUBLIC HEALTH,512299,"Public Health, Other.",BACHELOR OF SCIENCE IN PUBLIC HEALTH W/ CONCENTRATION IN MEDICINE SCIENCE
06530HK,06,San Diego,53,Eleanor Roosevelt College,0HK,BLKDSPAFAM,N,GENERAL CAMPUS,180,330,"AREA, ETHN, CULTUR & GENDER STU",050201,African-American/Black Studies.,BLACK DIASPORA AND AFRICAN AMERICAN STUDIES
06530HM,06,San Diego,53,Eleanor Roosevelt College,0HM,GEOSCI,N,GENERAL CAMPUS,180,230,PHYSICAL SCIENCES,400601,"Geology/Earth Science, General.",GEOSCIENCES
06530J6,06,San Diego,53,Eleanor Roosevelt College,0J6,MATHBIO,N,GENERAL CAMPUS,180,210,MATHEMATICS,270306,Mathematical Biology.,MATHEMATICAL BIOLOGY
06530J8,06,San Diego,53,Eleanor Roosevelt College,0J8,AESPECFLDY,N,GENERAL CAMPUS,180,240,ENGINEERING,140201,"Aerospace, Aeronautical, And Astronautical/Space Engineering, General.",AEROSPACE ENGINEERING WITH A SPECIALIZATION IN FLIGHT DYNAMICS AND CONTROLS
06530J9,06,San Diego,53,Eleanor Roosevelt College,0J9,AESPECAERO,N,GENERAL CAMPUS,180,240,ENGINEERING,140201,"Aerospace, Aeronautical, And Astronautical/Space Engineering, General.",AEROSPACE ENGINEERING WITH A SPECIALIZATION IN AEROTHERMODYNAMICS
06530JA,06,San Diego,53,Eleanor Roosevelt College,0JA,AESPECASTR,N,GENERAL CAMPUS,180,240,ENGINEERING,140201,"Aerospace, Aeronautical, And Astronautical/Space Engineering, General.",AEROSPACE ENGINEERING WITH A SPECIALIZATION IN ASTRODYNAMICS AND SPACE APP
06530JT,06,San Diego,53,Eleanor Roosevelt College,0JT,BA LIT ARTS,N,GENERAL CAMPUS,180,430,LETTERS,239999,"English Language and Literature/Letters, Other.",BACHELOR OF ARTS IN LITERARY ARTS
0653102,06,San Diego,53,Eleanor Roosevelt College,102,CHEM/CHEMICAL EDUCATION,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400501,"Chemistry, General.",CHEMISTRY/CHEMICAL EDUCATION
0653103,06,San Diego,53,Eleanor Roosevelt College,103,CHEMISTRY-ENVIRON SCI,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400599,"Chemistry, Other.",CHEMISTRY - ENVIRONMENTAL SCIENCE
0653111,06,San Diego,53,Eleanor Roosevelt College,111,BIOCHEMISTRY,N,GENERAL CAMPUS,180,110,BIOLOGICAL SCIENCES,260202,Biochemistry.,BIOCHEMISTRY
0653118,06,San Diego,53,Eleanor Roosevelt College,118,BIOCHEMISTRY & CELL BIOL,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260202,Biochemistry.,BIOCHEMISTRY & CELL BIOLOGY
0653122,06,San Diego,53,Eleanor Roosevelt College,122,"ECOLOGY,BEHAVIOR & EVOL",N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261399,"Ecology, Evolution, Systematics and Population Biology, Other.","ECOLOGY, BEHAVIOR & EVOLUTION"
0653123,06,San Diego,53,Eleanor Roosevelt College,123,BIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260101,"Biology/Biological Sciences, General.",BIOLOGY
065312F,06,San Diego,53,Eleanor Roosevelt College,12F,BIOLOGY-BIOINFORMATICS,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261103,Bioinformatics.,BIOLOGY - BIOINFORMATICS
065312G,06,San Diego,53,Eleanor Roosevelt College,12G,PRE-BIO-BIOINFORMATICS,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261103,Bioinformatics.,PRE-BIOLOGY - BIOINFORMATICS
065312H,06,San Diego,53,Eleanor Roosevelt College,12H,HUMAN BIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260403,Anatomy.,HUMAN BIOLOGY
0653144,06,San Diego,53,Eleanor Roosevelt College,144,BUSINESS ECONOMICS,N,GENERAL CAMPUS,180,610,BUSINESS & MANAGEMENT,521399,"Management Sciences and Quantitative Methods, Other.",BUSINESS ECONOMICS
0653150,06,San Diego,53,Eleanor Roosevelt College,150,CHEMISTRY-BIOCHEMISTRY,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400599,"Chemistry, Other.",CHEMISTRY - BIOCHEMISTRY
0653152,06,San Diego,53,Eleanor Roosevelt College,152,CHEMISTRY-CHEM PHYSICS,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400508,Chemical Physics.,CHEMISTRY - CHEMISTRY PHYSICS
0653153,06,San Diego,53,Eleanor Roosevelt College,153,CHEMISTRY,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400501,"Chemistry, General.",CHEMISTRY
0653157,06,San Diego,53,Eleanor Roosevelt College,157,CHEM-EARTH SCI,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400501,"Chemistry, General.",CHEMISTRY - EARTH SCIENCE
065315F,06,San Diego,53,Eleanor Roosevelt College,15F,CHEMISTRY-BIOINFORMATICS,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261103,Bioinformatics.,CHEMISTRY - BIOINFORMATICS
065315G,06,San Diego,53,Eleanor Roosevelt College,15G,PPRE-CHEM-BIOINFORMATICS,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261103,Bioinformatics.,PRE-CHEMISTRY - BIOINFORMATICS
0653161,06,San Diego,53,Eleanor Roosevelt College,161,CHICANO STUDIES - HISTORY,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",CHICANO STUDIES - HISTORY
0653163,06,San Diego,53,Eleanor Roosevelt College,163,CHINESE STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050123,Chinese Studies.,CHINESE STUDIES
0653164,06,San Diego,53,Eleanor Roosevelt College,164,CHICANO STUDIES - LIT,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",CHICANO STUDIES - LITERATURE
0653166,06,San Diego,53,Eleanor Roosevelt College,166,CHICANO STUDIES - SOC,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",CHICANO STUDIES - SOCIOLOGY
0653167,06,San Diego,53,Eleanor Roosevelt College,167,CHICANO STUDIES-POL SCI,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",CHICANO STUDIES - POLITICAL SCIENCE
0653173,06,San Diego,53,Eleanor Roosevelt College,173,CLASSICAL STUDIES,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,161200,"Classics and Classical Languages, Literatures, and Linguistics, General.",CLASSICAL STUDIES
0653179,06,San Diego,53,Eleanor Roosevelt College,179,COGNITIVE SCIENCE,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",COGNITIVE SCIENCE
0653184,06,San Diego,53,Eleanor Roosevelt College,184,COMMUNICATION ARTS,N,GENERAL CAMPUS,0,670,"COMMUNICATION, JOURNALISM & REL",090100,"Communication, General.",COMMUNICATION ARTS
0653187,06,San Diego,53,Eleanor Roosevelt College,187,COMMUNIC-SOCIOLOGY,N,GENERAL CAMPUS,0,670,"COMMUNICATION, JOURNALISM & REL",090199,"Communication and Media Studies, Other.",COMMUNICATION - SOCIOLOGY
0653188,06,San Diego,53,Eleanor Roosevelt College,188,COMMUNIC-VISUAL ARTS,N,GENERAL CAMPUS,0,670,"COMMUNICATION, JOURNALISM & REL",090199,"Communication and Media Studies, Other.",COMMUNICATION - VISUAL ARTS
0653201,06,San Diego,53,Eleanor Roosevelt College,201,COMPUTER SCIENCE,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,110701,Computer Science.,COMPUTER SCIENCE
065320F,06,San Diego,53,Eleanor Roosevelt College,20F,COMP SCI-BIOINFORMATICS,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261103,Bioinformatics.,COMPUTER SCIENCE - BIOINFORMATICS
065320G,06,San Diego,53,Eleanor Roosevelt College,20G,PRE-CSCI-BIOINFORMATICS,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261103,Bioinformatics.,PRE-COMPUTER SCIENCE - BIOINFORMATICS
0653210,06,San Diego,53,Eleanor Roosevelt College,210,DANCE,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500301,"Dance, General.",DANCE
0653214,06,San Diego,53,Eleanor Roosevelt College,214,COGNITIVE SCI&PSYCHOLOGY,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",COGNITIVE SCIENCE & PSYCHOLOGY
0653231,06,San Diego,53,Eleanor Roosevelt College,231,DRAMA,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500501,"Drama and Dramatics/Theatre Arts, General.",DRAMA
0653240,06,San Diego,53,Eleanor Roosevelt College,240,EARTH SCIENCE,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400601,"Geology/Earth Science, General.",EARTH SCIENCE
0653246,06,San Diego,53,Eleanor Roosevelt College,246,ECONOMICS,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,450603,Econometrics and Quantitative Economics.,ECONOMICS
0653248,06,San Diego,53,Eleanor Roosevelt College,248,EDUC-CREDENTIAL,N,GENERAL CAMPUS,0,620,EDUCATION,130101,"Education, General.",EDUCATION - CREDENTIAL
065324A,06,San Diego,53,Eleanor Roosevelt College,24A,EARTH SCIENCES (CHEM),N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400602,Geochemistry.,EARTH SCIENCES (CHEMISTRY)
065324B,06,San Diego,53,Eleanor Roosevelt College,24B,EARTH SCIENCES (PHYSICS),N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400603,Geophysics and Seismology.,EARTH SCIENCES (PHYSICS)
0653252,06,San Diego,53,Eleanor Roosevelt College,252,PRE-ANIMAL PHYSIO&NEUROSC,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260707,Animal Physiology.,PRE-ANIMAL PHYSIOLOGY & NEUROSCIENCE
0653253,06,San Diego,53,Eleanor Roosevelt College,253,PRE-BIOCHEM&CELL BIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260202,Biochemistry.,PRE-BIOCHEMISTRY & CELL BIOLOGY
0653254,06,San Diego,53,Eleanor Roosevelt College,254,"PRE-ECOL,BEHAVR&EVOLUTION",N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261399,"Ecology, Evolution, Systematics and Population Biology, Other.","PRE-ECOLOGY, BEHAVIOR & EVOLUTION"
0653255,06,San Diego,53,Eleanor Roosevelt College,255,PRE-MOLECULAR BIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260204,Molecular Biology.,PRE-MOLECULAR BIOLOGY
0653265,06,San Diego,53,Eleanor Roosevelt College,265,BIOENGINEERING (BIOTECH),N,GENERAL CAMPUS,0,240,ENGINEERING,140501,Bioengineering and Biomedical Engineering.,BIOENGINEERING (BIOTECH)
0653266,06,San Diego,53,Eleanor Roosevelt College,266,INTERDISC COMPUT&THE ARTS,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",INTERDISCIPLINARY COMPUTER & THE ARTS
065326F,06,San Diego,53,Eleanor Roosevelt College,26F,BIOENGR-BIOINFORMATICS,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261103,Bioinformatics.,BIOENGINEERING - BIOINFORMATICS
065326G,06,San Diego,53,Eleanor Roosevelt College,26G,PRE-BIOENG-BIOINFORMATICS,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261103,Bioinformatics.,PRE-BIOENGINEERING - BIOINFORMATICS
0653279,06,San Diego,53,Eleanor Roosevelt College,279,AEROSPACE ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,140201,"Aerospace, Aeronautical, And Astronautical/Space Engineering, General.",AEROSPACE ENGINEERING
0653288,06,San Diego,53,Eleanor Roosevelt College,288,BIOENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140501,Bioengineering and Biomedical Engineering.,BIOENGINEERING
0653291,06,San Diego,53,Eleanor Roosevelt College,291,BIO-ENGINEERING-PRE MED,N,GENERAL CAMPUS,0,240,ENGINEERING,140501,Bioengineering and Biomedical Engineering.,BIO-ENGINEERING - PRE MED
0653294,06,San Diego,53,Eleanor Roosevelt College,294,CHEMICAL ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140701,Chemical Engineering.,CHEMICAL ENGINEERING
0653302,06,San Diego,53,Eleanor Roosevelt College,302,COMPUTER ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140901,"Computer Engineering, General.",COMPUTER ENGINEERING
0653303,06,San Diego,53,Eleanor Roosevelt College,303,ELECTRICAL ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,141001,Electrical and Electronics Engineering,ELECTRICAL ENGINEERING
0653304,06,San Diego,53,Eleanor Roosevelt College,304,ELEC ENGR-BS,N,GENERAL CAMPUS,0,240,ENGINEERING,141001,Electrical and Electronics Engineering,ELECTRICAL ENGINEERING - BS
0653315,06,San Diego,53,Eleanor Roosevelt College,315,ENGINEERING PHYSICS,N,GENERAL CAMPUS,0,240,ENGINEERING,141201,Engineering Physics/Applied Physics.,ENGINEERING PHYSICS
0653318,06,San Diego,53,Eleanor Roosevelt College,318,ENGINEERING SCIENCE,N,GENERAL CAMPUS,0,240,ENGINEERING,141301,Engineering Science.,ENGINEERING SCIENCE
0653330,06,San Diego,53,Eleanor Roosevelt College,330,MECH ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,141901,Mechanical Engineering.,MECHANICAL ENGINEERING
0653339,06,San Diego,53,Eleanor Roosevelt College,339,STRUCTURAL ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140803,Structural Engineering.,STRUCTURAL ENGINEERING
0653360,06,San Diego,53,Eleanor Roosevelt College,360,ETHNIC STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050299,"Ethnic, Cultural Minority, Gender, and Group Studies, Other.",ETHNIC STUDIES
0653384,06,San Diego,53,Eleanor Roosevelt College,384,ENVIRONMENTAL ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,141401,Environmental/Environmental Health Engineering.,ENVIRONMENTAL ENGINEERING
065338A,06,San Diego,53,Eleanor Roosevelt College,38A,ENVIR SYS-EARTH SCIENCES,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030103,Environmental Studies.,ENVIRONMENTAL SYSTEMS - EARTH SCIENCES
065338B,06,San Diego,53,Eleanor Roosevelt College,38B,"ENVIR SYS-ECOL,BEHV,EVOL",N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030103,Environmental Studies.,"ENVIRONMENTAL SYSTEMS - ECOLOGY, BEHAVIOR, EVOLUTION"
065338C,06,San Diego,53,Eleanor Roosevelt College,38C,ENVIR SYS-ENVIR CHEMISTRY,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030103,Environmental Studies.,ENVIRONMENTAL SYSTEMS - ENVIRONMENTAL CHEMISTRY
065338D,06,San Diego,53,Eleanor Roosevelt College,38D,ENVIR SYS-ENVIR POLICY,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030103,Environmental Studies.,ENVIRONMENTAL SYSTEMS - ENVIRONMENTAL POLICY
0653391,06,San Diego,53,Eleanor Roosevelt College,391,PSYCHOLOGY,N,GENERAL CAMPUS,0,310,PSYCHOLOGY,420101,"Psychology, General.",PSYCHOLOGY
065340B,06,San Diego,53,Eleanor Roosevelt College,40B,GERMAN STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050125,German Studies.,GERMAN STUDIES
0653418,06,San Diego,53,Eleanor Roosevelt College,418,CRITICAL GENDER STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050299,"Ethnic, Cultural Minority, Gender, and Group Studies, Other.",CRITICAL GENDER STUDIES
0653429,06,San Diego,53,Eleanor Roosevelt College,429,HISTORY,N,GENERAL CAMPUS,0,430,LETTERS,540101,"History, General.",HISTORY
0653436,06,San Diego,53,Eleanor Roosevelt College,436,HISTORY HONORS,N,GENERAL CAMPUS,0,430,LETTERS,540101,"History, General.",HISTORY HONORS
0653445,06,San Diego,53,Eleanor Roosevelt College,445,HUMAN DEVELOPMENT,N,GENERAL CAMPUS,0,690,FAMILY & CONSUMER SCI/HUMAN SCI,190701,"Human Development and Family Studies, General.",HUMAN DEVELOPMENT
065344A,06,San Diego,53,Eleanor Roosevelt College,44A,PRE-HUMAN DEVELOPMENT,N,GENERAL CAMPUS,0,690,FAMILY & CONSUMER SCI/HUMAN SCI,190701,"Human Development and Family Studies, General.",PRE-HUMAN DEVELOPMENT
0653451,06,San Diego,53,Eleanor Roosevelt College,451,INDIVIDUAL MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",INDIVIDUAL MAJOR
0653459,06,San Diego,53,Eleanor Roosevelt College,459,INFO & COMPUTER SCI,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,110101,"Computer and Information Sciences, General.",INFORMATION & COMPUTER SCIENCES
0653461,06,San Diego,53,Eleanor Roosevelt College,461,INFORMATION SCI,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,110401,Information Science/Studies.,INFORMATION SCIENCES
0653475,06,San Diego,53,Eleanor Roosevelt College,475,ITALIAN LITERATURE,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160902,Italian Language and Literature.,ITALIAN LITERATURE
0653479,06,San Diego,53,Eleanor Roosevelt College,479,ITALIAN STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050126,Italian Studies.,ITALIAN STUDIES
0653482,06,San Diego,53,Eleanor Roosevelt College,482,JEWISH STUDIES,N,GENERAL CAMPUS,180,430,LETTERS,380206,Jewish/Judaic Studies.,JEWISH STUDIES
0653484,06,San Diego,53,Eleanor Roosevelt College,484,JUDAIC STUDIES,N,GENERAL CAMPUS,0,430,LETTERS,380206,Jewish/Judaic Studies.,JUDAIC STUDIES
0653498,06,San Diego,53,Eleanor Roosevelt College,498,LATIN-AMER STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050107,Latin American Studies.,LATIN-AMERICAN STUDIES
0653510,06,San Diego,53,Eleanor Roosevelt College,510,LINGUISTICS,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",LINGUISTICS
0653512,06,San Diego,53,Eleanor Roosevelt College,512,LITERATURE/WRITING,N,GENERAL CAMPUS,0,430,LETTERS,239999,"English Language and Literature/Letters, Other.",LITERATURE/WRITING
0653513,06,San Diego,53,Eleanor Roosevelt College,513,LITERATURE,N,GENERAL CAMPUS,0,430,LETTERS,239999,"English Language and Literature/Letters, Other.",LITERATURE
065351A,06,San Diego,53,Eleanor Roosevelt College,51A,LINGUISTICS (LANG & SOC),N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",LINGUISTICS (LANGUAGES & SOCIETY)
065351B,06,San Diego,53,Eleanor Roosevelt College,51B,LINGUISTICS (COGN & LANG),N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",LINGUISTICS (COGNITION & LANGUAGE)
065351C,06,San Diego,53,Eleanor Roosevelt College,51C,LINGUISTICS-LANG STUDIES,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160102,Linguistics.,LINGUISTICS - LANGUAGES STUDIES
0653521,06,San Diego,53,Eleanor Roosevelt College,521,LITERATURE & SOCIETY,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160104,Comparative Literature.,LITERATURE & SOCIETY
0653522,06,San Diego,53,Eleanor Roosevelt College,522,"LIT, ENG/AMER",N,GENERAL CAMPUS,0,430,LETTERS,230101,"English Language and Literature, General.","LITERATURE, ENGLISH/AMERICAN"
0653523,06,San Diego,53,Eleanor Roosevelt College,523,"LIT, FRENCH",N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160901,French Language and Literature.,"LITERATURE, FRENCH"
0653524,06,San Diego,53,Eleanor Roosevelt College,524,GENERAL LITERATURE,N,GENERAL CAMPUS,0,430,LETTERS,239999,"English Language and Literature/Letters, Other.",GENERAL LITERATURE
0653525,06,San Diego,53,Eleanor Roosevelt College,525,"LIT, GERMAN",N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160501,German Language and Literature.,"LITERATURE, GERMAN"
0653528,06,San Diego,53,Eleanor Roosevelt College,528,"LIT, SPANISH",N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160905,Spanish Language and Literature.,"LITERATURE, SPANISH"
0653533,06,San Diego,53,Eleanor Roosevelt College,533,MANAGEMENT SCIENCE,N,GENERAL CAMPUS,0,610,BUSINESS & MANAGEMENT,521301,Management Science.,MANAGEMENT SCIENCE
0653537,06,San Diego,53,Eleanor Roosevelt College,537,MARINE BIOLOGY,N,GENERAL CAMPUS,180,110,BIOLOGICAL SCIENCES,261302,Marine Biology and Biological Oceanography.,MARINE BIOLOGY
0653540,06,San Diego,53,Eleanor Roosevelt College,540,MATHEMATICS,N,GENERAL CAMPUS,0,210,MATHEMATICS,270101,"Mathematics, General.",MATHEMATICS
